image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1963-05-29,Natacha Bouchart,French politicians,politician,Mayor of Calais member of the Senate of France conseiller régional des Hauts-de-France Q66501345 Q65478324,France,Natacha,2020-05-29
,1963-05-29,Blaze Bayley,"English singer, lyricist, and songwriter",singer songwriter singer-songwriter,,United Kingdom,,2020-05-29
,1963-05-29,Ugo Rossi,Italian politician,politician,list of governors of Trentino,Italy,Ugo,2020-05-29
,1963-05-29,Mark Doyle,Australian rower,rower,,Australia,Mark,2020-05-29
,1963-05-29,Mitchell Hurwitz,American writer and producer,film producer screenwriter director,,United States of America,Mitchell,2020-05-29
,1963-05-29,Débora Bloch,Brazilian actress,actor television actor,,Brazil,Débora,2020-05-29
,1963-05-29,Earthquake,"American actor, voice artist, and comedian",actor film actor,,United States of America,,2020-05-29
,1963-05-29,Emilian Nicula,Gymnast and artistic gymnast (*1963) ♂,gymnast artistic gymnast,,,,2020-05-29
,1963-05-29,Russell Impagliazzo,American computer scientist,computer scientist engineer university teacher cryptographer,,United States of America,Russell,2020-05-29
,1963-05-29,Stephan Weidner,German musician,bassist lyricist songwriter composer record producer,,Germany,Stephan,2020-05-29
,1963-05-29,Subrata Sen,Indian film director,film director film producer screenwriter,,India,,2020-05-29
,1963-05-29,Claude Marcil,fencer,fencer,,Canada,Claude,2020-05-29
,1963-05-29,Lisa Whelchel,"American actress, author, speaker and singer",singer actor television actor,,United States of America,Lisa,2020-05-29
,1962-05-29,"John J. Young, Jr.",US Department of Defense official,scientist,board member,United States of America,John,2020-05-29
,1962-05-29,Judd H. Lyons,U.S. government official,official military officer,,United States of America,Judd Henry,2020-05-29
,1962-05-29,John D. LeMay,American actor,actor television actor,,United States of America,John,2020-05-29
,1962-05-29,Gerry Norquist,professional golfer,golfer,,United States of America,Gerry,2020-05-29
,1962-05-29,Todd Boonstra,American cross-country skier and marathon runner,cross-country skier,,United States of America,Todd,2020-05-29
,1962-05-29,Ong Beng Teong,Malaysian badminton player,badminton player,,Malaysia,Míngzhōng,2020-05-29
,1962-05-29,Nizar Nayyouf,Syrian journalist,journalist,,Syria,Nizar,2020-05-29
,1962-05-29,Fandi Ahmad,Singaporean footballer,association football player association football manager,,Singapore,,2020-05-29
,1962-05-29,Chloé Sainte-Marie,Canadian actor and singer,actor singer,,Canada,Chloé,2020-05-29
,1962-05-29,Eric Davis,former Major League Baseball player,baseball player,,United States of America,Eric,2020-05-29
,1962-05-29,Frédéric Cathala,French writer,writer,,France,Frédéric,2020-05-29
,1962-05-29,Marek Koniarek,Polish association football player,association football player,,Poland,Marek,2020-05-29
,1962-07-02 1962-05-29,Michael Clark,Scottish dancer and choreographer,choreographer dancer ballet dancer,,United Kingdom,Michael,2020-05-29
,1962-05-29,Eva Murková,Czechoslovak long jumper,athletics competitor,,Slovakia,Eva,2020-05-29
,1962-05-29,Semino Rossi,Argentine singer,singer,,Argentina,,2020-05-29
,1962-05-29,Thea Harrison,American writer,writer,,United States of America,Thea,2020-05-29
,1962-05-29,Bernard Mariette,British businessman,,,France,Bernard,2020-05-29
,1962-05-29,Andreas Zachhuber,German football manager,association football player association football manager,,Germany German Democratic Republic,Andreas,2020-05-29
,1962-05-29,Carol Kirkwood,British weather forecaster,presenter,,United Kingdom,Carol,2020-05-29
,1962-05-29,Daniel J Palmer,American writer,novelist,,,Daniel,2020-05-29
,1962-05-29,Debra Sandlund,American actress,actor television actor film actor,,United States of America,Debra,2020-05-29
,1962-05-29,Misako Miyahara,Japanese long-distance runner,athletics competitor politician,,Japan,Misako,2020-05-29
,1962-01-05 1962-05-29,Perry Fenwick,English film and television actor.,actor television actor,,United Kingdom,Perry,2020-05-29
,1962-05-29,Ramiro Bravo,fencer,fencer,,Spain,Ramiro,2020-05-29
,1962-12-01 1962-05-29,Tim Jones,American baseball player,baseball player,,United States of America,Tim,2020-05-29
,1962-05-29,Razif Sidek,badminton player,badminton player badminton coach,,Malaysia,,2020-05-29
,1961-05-29,Glenn Erik Haugland,Norwegian composer,composer,,Norway,Glenn,2020-05-29
,1961-05-29,Kerstin Hensel,German writer,university teacher writer,,Germany,Kerstin,2020-05-29
,1961-05-29,Ali Sotto,Philippine actor,actor,,Philippines,,2020-05-29
,1961-05-29,Karen Arvon,American politician,politician,member of the State Senate of West Virginia,United States of America,Karen,2020-05-29
,1961-05-29,Dan Watermeier,American politician,politician,member of the State Senate of Nebraska,United States of America,Dan,2020-05-29
,1961-05-29,Debbie Wells,Australian sprinter,sprinter,,Australia,Debbie,2020-05-29
,1961-05-29,Barbara Woodward,British diplomat,diplomat,ambassador of the United Kingdom to China,United Kingdom,Barbara Janet,2020-05-29
,1961-05-29,Jeff Bradley,American bicycle racer,sport cyclist,,United States of America,Jeff,2020-05-29
,1961-05-29,Iurie Chirinciuc,"Moldova economist , politician , and businessperson , member of the Parliament of Moldova (*1961) ♂",economist politician businessperson,member of the Parliament of Moldova,Moldova,Iurie,2020-05-29
,1961-05-29,Chae Hong-nak,South Korean athletics,athletics competitor,,South Korea,,2020-05-29
,1961-05-29,John Miceli,American musician,drummer,,United States of America,John,2020-05-29
,1961-05-29,Melissa Etheridge,musician,singer singer-songwriter composer musician guitarist,,United States of America,Melissa,2020-05-29
,1961-05-29,Ferdinando De Matthaeis,association football player,association football player,,,Ferdinando,2020-05-29
,1961-05-29,Anne-Sophie de Kristoffy,French figure skater,journalist figure skater,,France,Anne,2020-05-29
,1961-05-29,Charlie Yankos,Australian soccer player,association football player association football manager,,Australia,Charlie,2020-05-29
,1961-05-29,Hélène Daneault,Canadian politician,politician physician,Member of the National Assembly of Quebec,Canada,Hélène,2020-05-29
,1961-05-29,Laura Trenter,Swedish writer,writer children's writer,,Sweden,Laura,2020-05-29
,1961-05-29,Steven Humphries,English former footballer,association football player,,United Kingdom,Steven,2020-05-29
,1961-05-29,Danny Morgan,American boxer,boxer,,United States of America,Danny,2020-05-29
,1961-05-29,Gharzai Khwakhuzhi,Afghan politician,writer,,,,2020-05-29
,1961-05-29,Gregg Thompson,American soccer player-coach,association football player association football manager,,United States of America,Gregg,2020-05-29
,1961-05-29,Linda Wallem,American actress,actor television actor screenwriter,,United States of America,Linda,2020-05-29
,1961-05-29,Marc D'Amour,Canadian ice hockey player,ice hockey player,,Canada,Marc,2020-05-29
,1961-05-29,Matthew Dowd,American political consultant,columnist journalist,,United States of America,Matthew,2020-05-29
,1961-05-29,Selahattin Sağan,Olympic wrestler,amateur wrestler,,Turkey,Selahattin,2020-05-29
,1961-05-29,Tibor Gosztola,athlete (*1961) ♂,athlete,,,,2020-05-29
,1961-05-29,Shaji P. Chaly,judge (*1961),judge,,,,2020-05-29
,1961-05-29,Nataliya Lisitsa,Russian luger,,,,,2020-05-29
,1960-06-01 1960-05-29,Jesse Johnson,American musician,musician guitarist,,United States of America,Jesse,2020-05-29
,1960-05-29,Rafaël Galiana,French racing driver and racing automobile driver (*1960) ♂,racing driver racing automobile driver,,France,Rafaël,2020-05-29
,1960-05-29,Sree Ram,Martial artist (*1960) ♂,martial artist,,,,2020-05-29
,1960-05-29,Thomas Baumer,Swiss psychologist,economist business manager writer,,Switzerland,Thomas,2020-05-29
,1960-05-29,Valentina Yevpak,Soviet Union athlete (*1960) ♀,athlete,,Soviet Union,Valentina/Valentyna,2020-05-29
,1960-05-29,David Metzger,American composer,composer,,United States of America,David,2020-05-29
,1960-05-29,Steve Heretick,"politician , member of the Virginia House of Delegates (*1960) ♂",politician,member of the Virginia House of Delegates,,Steve,2020-05-29
,1960-05-29,Alastair Cutting,Person (*1960) ♂,,,,Alastair,2020-05-29
,1960-05-29,Yury Boldyrev,Russian politician,politician,member of the Federation Council of Russia,Soviet Union Russia,Yury,2020-05-29
,1960-05-29,Sylvie Faucheux,university president,politician economist professeur des universités,president,France,Sylvie,2020-05-29
,1960-05-29,Sonia Sarfati,"Canadian journalist, radio host and writer",journalist radio personality writer,,Canada,Sonia,2020-05-29
,1960-05-29,Thierry Frémaux,French film critic,president,,France,Thierry,2020-05-29
,1960-05-29,Mike Freer,British politician,politician,Member of the 57th Parliament of the United Kingdom Member of the 56th Parliament of the United Kingdom Member of the 55th Parliament of the United Kingdom Member of the 58th Parliament of the United Kingdom,United Kingdom,Mike,2020-05-29
,1960-05-29,Igor Zyuzin,Russian businessman,businessperson,,Russia,Igor,2020-05-29
,1960-05-29,Al Rodrigo,American actor,actor television actor voice actor,,United States of America,Al,2020-05-29
,1960-05-29,Alan Igbon,British actor,actor film actor television actor,,United Kingdom,Alan,2020-05-29
,1960-05-29,Ceri Rhys Matthews,Welsh musician and record producer,musician,,United Kingdom,Ceri,2020-05-29
,1960-05-29,Vladimir Zakharov (mathematician),"Russian mathematician, Professor, Dr.Sc., a professor at the Faculty of Computer Science at the Moscow State University.",university teacher mathematician computer scientist,,,,2020-05-29
,1960-05-29,Håkan Ericson,Swedish association football player,association football player association football manager,,Sweden,Håkan,2020-05-29
,1960-05-29,Dapo Abiodun,Nigerian politician,businessperson,Governor of Ogun State,,,2020-05-29
,1960-05-29,Neil Crone,Canadian actor and comedian,actor television actor,,Canada,Neil,2020-05-29
,1960-05-29,Rudy Linka,Czech jazz musician and guitarist,guitarist jazz guitarist,,Czech Republic,Rudy,2020-05-29
,1960-05-29,Claude Dallaire,Person (*1960) ♂,,,,Claude,2020-05-29
,1959-05-29,Neko Saito,"Japanese voilinist, composer",composer music arranger conductor violinist,,Japan,,2020-05-29
,1959-05-29,Rosa Quintana,Spanish politician,politician,member of the Parliament of Galicia,Spain,Rosa,2020-05-29
,1959-05-29,Pirkko Hämäläinen,Finnish actress,actor,,Finland,Pirkko Päivikki,2020-05-29
,1959-05-29,Maria Helena Semedo,Cape Verdean economist,economist politician Q812958,Member of the National Assembly of Cape Verde,Cape Verde,Maria Helena,2020-05-29
,1959-05-29,Carlos Pano Becerra,Mexican politician,politician,Member of the Chamber of Deputies of Mexico,Mexico,Carlos,2020-05-29
,1959-05-29,Gretchen,"Brazilian recording artist, singer",actor singer pornographic actor,,Brazil,,2020-05-29
,1959-05-29,Mel Gaynor,British musician,musician singer drummer,,United Kingdom,Mel,2020-05-29
,1959-05-29,Beth Meyers,Wisconsin politician,politician social worker,member of the Wisconsin State Assembly,United States of America,Beth,2020-05-29
,1959-05-29,Maribel Guardia,Mexican actress,singer actor television actor film actor model beauty pageant contestant stage actor,,Mexico,Maribel,2020-05-29
,1959-05-29,Rupert Everett,English actor,actor film actor film producer novelist writer stage actor producer model television actor,,United Kingdom,Rupert,2020-05-29
,1959-05-29,Chris Husbands,British academic,,,,Chris,2020-05-29
,1957-05-20 1959-05-29,Steve Hanley,British musician,songwriter,,United Kingdom,Steve,2020-05-29
,1959-05-29,Morgan Adokwei Brown,Ghanaian lawyer and diplomat,civil servant lawyer,,Ghana,,2020-05-29
,1959-05-29,Emmanuel Weyi,Congolese politician,politician,,Democratic Republic of the Congo,Emmanuel,2020-05-29
,1959-05-29,Adrian Paul,British actor,actor choreographer film actor association football player stage actor television director model television actor,,United Kingdom,Adrian,2020-05-29
,1959-05-29,Svetlana Gusarova,Soviet-Kazakshstani female hurdler,hurdler,,Kazakhstan,Svetlana,2020-05-29
,1959-05-29,Darrell Rooney,"American artist, animator and director for the Walt Disney Company",film director animator screenwriter,,United States of America,Darrell,2020-05-29
,1959-05-29,Nigel Kitching,illustrator and writer in comics,comics artist,,,Nigel,2020-05-29
,1959-05-29,Bea Ballard,British television producer,television producer,,,Bea,2020-05-29
,1959-05-29,Reimund Dietzen,German racing cyclist and manager,sport cyclist,,Germany,Raimund,2020-05-29
,1959-05-29,Cheche Vidal,Venezuelan footballer,association football player,,Venezuela,,2020-05-29
,1959-05-29,G. Shankar,Indian architect,architect,,India,G.,2020-05-29
,1959-05-29,Gail T. Kulick,American politician,lawyer politician,member of the Minnesota House of Representatives,United States of America,Gail,2020-05-29
,1959-05-29,Donna Strickland,"Canadian physicist, 2018 Nobel prize winner",physicist,president,Canada,Donna Theo,2020-05-29
,1959-05-29,Kelvin Williams,cricketer,cricketer,,,Kelvin,2020-05-29
,1959-05-29,Mary Knisely,American long-distance runner,long-distance runner marathon runner,,United States of America,Mary,2020-05-29
,1959-05-29,Randal Malone,American actor,actor film actor,,United States of America,Randal,2020-05-29
,1959-05-29,Sheila Taylor,Canadian canoeist,canoeist,,Canada,Sheila,2020-05-29
,1959-05-29,Wendy Quirk,"Canadian swimmer, Olympic athlete,  Commonwealth Games gold medallist",swimmer,,Canada,Wendy,2020-05-29
,1959-05-29,John Tautolo,American football player (*1959) ♂,American football player,,,John,2020-05-29
,1959-05-29,Costel Solomon,association football player (*1959),association football player,,,,2020-05-29
,1959-05-29,Steve Gatting,English footballer and cricketer,association football player cricketer,,United Kingdom,Stephen,2020-05-29
,1958-05-29,Susanne Rode-Breymann,"Musicologist, president of university",musicologist music pedagogue music historian university teacher,,Germany,Susanne,2020-05-29
,1958-05-29,Jim Snidero,American jazz saxophonist,music pedagogue jazz musician saxophonist,,United States of America,Jim,2020-05-29
,1958-05-29,Elizabeth Sombart,French pianist,pianist music pedagogue,,France,Elizabeth,2020-05-29
,1958-05-29,Jamie Allen,American baseball player,baseball player,,United States of America,Jamie,2020-05-29
,1958-05-29,Annette Bening,American actress,actor voice actor stage actor television actor film actor,,United States of America,Annette Carol,2020-05-29
,1958-05-29,Wayne Duvall,American actor,actor television actor film actor,,United States of America,Wayne,2020-05-29
,1958-05-29,Rajiv Vijay Raghavan,Indian film director,film director,,India,Rajiv,2020-05-29
,1958-05-29,Mark Solonin,Russian historian,historian opinion journalist aerospace engineer opinion journalism,,Soviet Union Russia,Mark,2020-05-29
,1958-05-29,Ralf Bartenschlager,German virologist and university teacher,university teacher virologist,,Germany,Ralf,2020-05-29
,1958-05-29,Hugh Buchanan,British painter,painter,,United Kingdom,Hugh,2020-05-29
,1958-05-29,Elaine Gray,British swimmer,swimmer,,United Kingdom,Elaine,2020-05-29
